Name,Owner,Desc,url,forks,stars,commits,watches,created_at,pushed_at
bank-vaults,banzaicloud,"A Vault swiss-army knife: a K8s operator, Go client with automatic token renewal, automatic configuration, multiple unseal options and more. A CLI tool to init, unseal and configure Vault (auth methods, secret engines). Direct secret injection into Pods.",https://github.com/banzaicloud/bank-vaults,466,1821,44,1963,2018-03-07,2023-03-20
cluster-api,kubernetes-sigs,"Home for Cluster API, a subproject of sig-cluster-lifecycle",https://github.com/kubernetes-sigs/cluster-api,1093,2810,99,8922,2018-03-07,2023-03-21
cluster-monitoring,carlosedp,Cluster monitoring stack for clusters based on Prometheus Operator,https://github.com/carlosedp/cluster-monitoring,195,693,32,237,2018-03-02,2023-01-04
kubeplus,cloud-ark,Kubernetes Operator for Multi-Instance Multi-tenancy,https://github.com/cloud-ark/kubeplus,62,483,14,1953,2018-03-24,2023-03-19
kube-fluentd-operator,vmware,Auto-configuration of Fluentd daemon-set based on Kubernetes metadata,https://github.com/vmware/kube-fluentd-operator,90,310,14,473,2018-03-26,2023-03-16
rbac-manager,FairwindsOps,A Kubernetes operator that simplifies the management of Role Bindings and Service Accounts.,https://github.com/FairwindsOps/rbac-manager,107,1215,41,308,2018-03-13,2023-03-20
node-disk-manager,openebs,Kubernetes Storage Device Management,https://github.com/openebs/node-disk-manager,109,170,24,451,2018-03-06,2023-02-25
istio-service-mesh-workshop,layer5io,Using Istio Workshop,https://github.com/layer5io/istio-service-mesh-workshop,169,243,15,494,2018-03-26,2022-12-06
demo-scene,confluentinc,"👾Scripts and samples to support Confluent Demos and Talks. ⚠️Might be rough around the edges ;-) 👉For automated tutorials and QA'd code, see https://github.com/confluentinc/examples/",https://github.com/confluentinc/demo-scene,847,1321,180,1607,2018-03-02,2023-03-20
stack,bitpoke,Open-Source WordPress Infrastructure on Kubernetes,https://github.com/bitpoke/stack,29,140,14,374,2018-03-29,2023-02-15
ship,replicatedhq,A better way to deploy Kubernetes Helm charts,https://github.com/replicatedhq/ship,68,645,37,2116,2018-03-20,2023-03-20
cloud-platform,ministryofjustice,Documentation on the MoJ cloud platform,https://github.com/ministryofjustice/cloud-platform,35,64,13,2134,2018-03-23,2023-03-16
consistent,buraksezer,Consistent hashing with bounded loads in Golang,https://github.com/buraksezer/consistent,65,577,15,65,2018-03-25,2022-12-07
astarte,astarte-platform,Core Astarte Repository,https://github.com/astarte-platform/astarte,26,195,11,5558,2018-03-30,2023-03-20
github-bookmark,taojintianxia," 收集了Github上的优秀工具,框架,知识合集",https://github.com/taojintianxia/github-bookmark,125,412,31,455,2018-03-14,2023-03-18
kayobe,openstack,Deployment of containerised OpenStack to bare metal using kolla and bifrost. Mirror of code maintained at opendev.org.,https://github.com/openstack/kayobe,28,56,12,2499,2018-03-05,2023-03-16
night,talkgo,Weekly Go Online Meetup via Bilibili｜Go 夜读｜通过 bilibili 在线直播的方式分享 Go 相关的技术话题，每天大家在微信/telegram/Slack 上及时沟通交流编程技术话题。,https://github.com/talkgo/night,1132,11201,737,1002,2018-03-17,2023-03-16
terraform-aws-tfstate-backend,cloudposse,Terraform module that provision an S3 bucket to store the `terraform.tfstate` file and a DynamoDB table to lock the state file to prevent concurrent modifications and state corruption.,https://github.com/cloudposse/terraform-aws-tfstate-backend,155,329,29,61,2018-03-22,2023-03-01
cassandra-operator,instaclustr,Kubernetes operator for Apache Cassandra,https://github.com/instaclustr/cassandra-operator,62,235,19,338,2018-04-04,2023-01-30
kubernetes-mixin,kubernetes-monitoring,A set of Grafana dashboards and Prometheus alerts for Kubernetes.,https://github.com/kubernetes-monitoring/kubernetes-mixin,526,1762,48,1098,2018-04-24,2023-03-15
console,openshift,OpenShift Cluster Console UI,https://github.com/openshift/console,533,323,116,26012,2018-04-13,2023-03-21
wordpress-operator,bitpoke,Bitpoke Kubernetes operator for WordPress,https://github.com/bitpoke/wordpress-operator,35,187,14,308,2018-04-25,2023-02-25
dynatrace-oneagent-operator,Dynatrace,Kubernetes/Openshift Operator for managing Dynatrace OneAgent deployments,https://github.com/Dynatrace/dynatrace-oneagent-operator,50,87,18,626,2018-04-03,2023-02-21
cp-helm-charts,confluentinc,"The Confluent Platform Helm charts enable you to deploy Confluent Platform services on Kubernetes for development, test, and proof of concept environments.",https://github.com/confluentinc/cp-helm-charts,807,745,222,386,2018-04-06,2023-03-07
examples,confluentinc,Apache Kafka and Confluent Platform examples and demos,https://github.com/confluentinc/examples,1075,1701,154,7529,2018-04-17,2023-03-17
katib,kubeflow,Repository for hyperparameter tuning,https://github.com/kubeflow/katib,384,1306,66,1148,2018-04-03,2023-03-18
kubebench,kubeflow,Repository for benchmarking,https://github.com/kubeflow/kubebench,36,71,31,108,2018-04-23,2023-01-26
percona-openshift,Percona-Lab,Set of scripts to run Percona software in OpenShift / Kubernetes,https://github.com/Percona-Lab/percona-openshift,42,56,35,273,2018-04-28,2022-08-16
lithops,lithops-cloud,"A multi-cloud framework for big data analytics and embarrassingly parallel jobs, that provides an universal API for building parallel applications in the cloud ☁️🚀",https://github.com/lithops-cloud/lithops,83,263,11,3661,2018-04-23,2023-03-09
Lets-Study,JoMingyu,Let's Study.,https://github.com/JoMingyu/Lets-Study,74,569,41,750,2018-04-10,2023-03-21
mirror-operator,ocadotechnology,,https://github.com/ocadotechnology/mirror-operator,2,0,10,117,2018-04-25,2022-12-01
awesome-python-modules,gauravssnl,Awesome list of Python modules repositories & APIs,https://github.com/gauravssnl/awesome-python-modules,31,81,12,11,2018-04-28,2022-08-26
mongodb-enterprise-kubernetes,mongodb,MongoDB Enterprise Kubernetes Operator,https://github.com/mongodb/mongodb-enterprise-kubernetes,116,287,24,229,2018-05-18,2023-03-17
mpi-operator,kubeflow,"Kubernetes Operator for MPI-based applications (distributed training, HPC, etc.)",https://github.com/kubeflow/mpi-operator,183,299,37,293,2018-05-26,2023-03-20
intel-device-plugins-for-kubernetes,intel,Collection of Intel device plugins for Kubernetes,https://github.com/intel/intel-device-plugins-for-kubernetes,181,345,31,2003,2018-05-14,2023-03-20
koperator,banzaicloud,Oh no! Yet another Apache Kafka operator for Kubernetes,https://github.com/banzaicloud/koperator,173,677,27,1225,2018-05-27,2023-03-16
deepops,NVIDIA,Tools for building GPU clusters,https://github.com/NVIDIA/deepops,279,951,52,3688,2018-05-24,2023-01-25
pravega-operator,pravega,Pravega Kubernetes Operator,https://github.com/pravega/pravega-operator,35,39,31,292,2018-05-13,2023-03-07
